Primary Key,Order No,Order Date,Manufacturer,Product Category,Model Year,Serial Number,Complaint,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Complaint_Clean,Correction_Clean,Order No,Part Manufacturer,Part Description,Revenue,Actual Hours,Cost,Cost_Per_Hour,Year,Month
SO0024239-1,SO0024239,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Leak - Tank,"Old Tube - Freed, Connector - Cleaned",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024239,PASE,BOLT  FLANGE,8.0999,60.06960000000001,2.6099,0.04337572461841195,2022,5
SO0024239-2,SO0024239,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT","Not Mentioned - Light, Incorrect - No Component Mentioned, Not Settling - No Component Mentioned, Not Settling - Boom, Low - Boom, Hard To Set - Boom, Leak - Boom","Boom Light - Realigned, Left Boom Connector - Retightened",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024239,PASE,O-RING,9.3,60.06960000000001,5.5499,0.09223760836036801,2022,5
SO0024239-4,SO0024239,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Not Installed - Nozzle,No Component Mentioned - No Component Mentioned,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024239,PASE,PAG OIL SINGLE,44.5,60.06960000000001,19.8,0.32906982928256123,2022,5
SO0024736-7,SO0024736,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Oil Leak - Steering,No Component Mentioned - No Component Mentioned,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024736,PASE,O-RING,3.95,60.06960000000001,1.62,0.026923895123118647,2022,5
SO0024736-8,SO0024736,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Open - Fuel System,No Component Mentioned - No Component Mentioned,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024736,PASE,O-RING,5.4,60.06960000000001,2.3999,0.03988559006541509,2022,5
SO0024736-9,SO0024736,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Oil Leak - Tire,O Ring - Replaced,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024736,PASE,NO.1-15W40 CJ4QT,97.0,60.06960000000001,65.0,1.0802797425942667,2022,5
SO0024816-1,SO0024816,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Leak - Cooler,"O Ring - Installed, Fitting - Retightened",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024816,PASE,GASKET,9.8,60.06960000000001,5.99,0.09955193320214858,2022,5
SO0024816-15,SO0024816,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Leak - Hose,"O Ring - Replaced, No Component Mentioned - Filled",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024816,PASE,FILTER RECEIVERDRYER,70.25,60.06960000000001,41.8999,0.6963632797957772,2022,5
SO0024816-16,SO0024816,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Frozen - No Component Mentioned,"Tank - Drained, Rinse Tank - Drained, Boom - Drained, Recirculation System - Drained, Inductor - Drained, Filter Bowl - Removed, Filter - Cleaned, Filter - Reinstalled, Rinse Tank - Filled, RV - Filled",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024816,PASE,BELT TENSIONER,215.0,60.06960000000001,129.0,2.1439397968409293,2022,5
SO0024816-17,SO0024816,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Leak - Boom,Pressure Regulator - Installed,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024816,PASE,TENSIONER  BELT,0.0,60.06960000000001,0.0,0.0,2022,5
SO0024816-19,SO0024816,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT","Hit - Nozzle, Damaged - No Component Mentioned","Plate - Installed, Hardware - Installed, Hardware - Retightened, Shield - Created",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024816,PASE,"WASHER,SEALING",5.4,60.06960000000001,1.7198,0.028582540020209535,2022,5
SO0024816-2,SO0024816,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT","Not Mentioned - Engine, Not Mentioned - Fuel Filter, Not Mentioned - Filter, Not Mentioned - Hydraulic System","Engine - Replaced, Fuel Filter - Replaced, Hydraulic Oil Tank - Topped Off",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024816,PASE,HOSE,375.0,60.06960000000001,192.2,3.1943041004095085,2022,5
SO0024816-3,SO0024816,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",Leak - Hydraulic Tank,"Hose - Reinstalled, Fitting - Retightened, Hydraulic Tank - Refilled",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024816,PASE,REMAN-A/C COMPRESSOR,466.0,60.06960000000001,317.18,5.271432750093069,2022,5
SO0024905-2,SO0024905,2022-05-25,PASEIH,APPL,0,YFT042399,Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT","Blocked - Hub, Not Mentioned - Hydraulic Filter, Not Mentioned - Filter, Not Mentioned - Engine, Not Mentioned - Filter","Hub - Serviced, Hydraulic Filter - Replaced, Engine - Replaced, Engine Oil Filter - Replaced",Still losing oil. would like this address now. Engine codes- Reference Service Order -5588,"Begonnen habe ich mit dem Abziehen der Motorhaube, dem Abtrennen der Halterungen des Luftfiltergehäuses und aller daran befestigten Zubehörteile. DAS GEHÄUSE ENTFERNT UND MOTORÖL, KÜHLMITTEL UND HYDRAULIKFLÜSSIGKEIT ABGELASSEN. WIEDERGEWONNENES KÄLTEMITTEL. ALLE ANGESCHLOSSENEN LEITUNGEN UND SCHLÄUCHE ENTFERNT",SO0024905,PASE,BELT,46.75,60.06960000000001,28.9499,0.48113831569430404,2022,5
SO0025176-1,SO0025176,2023-03-04,PASEIH,SPRAYS,2020,YLT050852,Air ride adjustment and axle adjustment are not available on pro700,"SCHLIESSEN SIE EST AN, UM DIE SOFTWAREVERSIONEN ZU PRÜFEN. DIE MASCHINE LÄSST DPA NICHT EINSCHALTEN. FÜNF SCHEMA ÜBERPRÜFEN UND SICHERUNG AUSTAUSCHEN",Not Mentioned - Not Mentioned,"Boom Recirculation System - Installed, Guidance - Installed",Air ride adjustment and axle adjustment are not available on pro700,"SCHLIESSEN SIE EST AN, UM DIE SOFTWAREVERSIONEN ZU PRÜFEN. DIE MASCHINE LÄSST DPA NICHT EINSCHALTEN. FÜNF SCHEMA ÜBERPRÜFEN UND SICHERUNG AUSTAUSCHEN",SO0025176,PASE,KIT,0.0,8.3199,0.0,0.0,2023,3
SO0025176-2,SO0025176,2023-03-04,PASEIH,SPRAYS,2020,YLT050852,Perform PIP CS0722,"SCHRAUBEN MARKIEREN. DREHMOMENT AUF 450 PRÜFEN. HARDWARE HAT SICH NICHT BEWEGT. NEUE HARDWARE PRO PIP BESTELLEN. SERVICEANRUF 33 MEILEN. SCHRAUBEN IM UPDATE ENTFERNEN UND ERSETZEN. GEWINDE REINIGEN, LOCTITE INSTALLIEREN. DREHMOMENT AUF 570 FOOT POUND.",Leak - Nozzle,Fence Row Nozzle - Replaced,Perform PIP CS0722,"SCHRAUBEN MARKIEREN. DREHMOMENT AUF 450 PRÜFEN. HARDWARE HAT SICH NICHT BEWEGT. NEUE HARDWARE PRO PIP BESTELLEN. SERVICEANRUF 33 MEILEN. SCHRAUBEN IM UPDATE ENTFERNEN UND ERSETZEN. GEWINDE REINIGEN, LOCTITE INSTALLIEREN. DREHMOMENT AUF 570 FOOT POUND.",SO0025176,PASE,SCREW  12 PT,29.24,2.9999000000000002,24.3599,7.858285751153262,2023,3
SO0025403-1,SO0025403,2023-03-08,PASEIH,SPRAYS,0,YPT056717,Fuel door will not stay open,"Es wurde festgestellt, dass die Gasdruckfeder nicht oder nirgendwo an der Maschine installiert ist. Gasdruckfeder einbauen, laufen lassen und testen",Error Code - Sensor,Sensor - Replaced,Fuel door will not stay open,"Es wurde festgestellt, dass die Gasdruckfeder nicht oder nirgendwo an der Maschine installiert ist. Gasdruckfeder einbauen, laufen lassen und testen",SO0025403,PASE,GAS STRUT,12.97,1.28,10.81,7.833333333333333,2023,3
SO0025623-3,SO0025623,2023-03-08,PASEIH,SPRAYS,0,YPT056717,VISIBLY NOTICE fasteners under cab on P clips and air ducting left Loose,"ALLE P-CLIPS, MUTTERN UND SCHRAUBEN NACH ERFORDERLICH DURCHGEHEN UND NACHZIEHEN. AUCH ZWEI SCHOTTANSCHLÜSSE GEFUNDEN, NICHT VOLLSTÄNDIG VERRIEGELT, LINKE RÜCKSEITE DER MASCHINE UND EINER AM RECHTEN AUSLEGER. LAUFTESTS KEIN FEHLER",Broken - Harness,No Component Mentioned - No Component Mentioned,VISIBLY NOTICE fasteners under cab on P clips and air ducting left Loose,"ALLE P-CLIPS, MUTTERN UND SCHRAUBEN NACH ERFORDERLICH DURCHGEHEN UND NACHZIEHEN. AUCH ZWEI SCHOTTANSCHLÜSSE GEFUNDEN, NICHT VOLLSTÄNDIG VERRIEGELT, LINKE RÜCKSEITE DER MASCHINE UND EINER AM RECHTEN AUSLEGER. LAUFTESTS KEIN FEHLER",SO0025623,PASE,BOLT,5.9199,2.28,4.9199,2.06718487394958,2023,3
SO0025623-4,SO0025623,2023-03-08,PASEIH,SPRAYS,0,YPT056717,VISIBLY NOTICE fasteners under cab on P clips and air ducting left Loose,"ALLE P-CLIPS, MUTTERN UND SCHRAUBEN NACH ERFORDERLICH DURCHGEHEN UND NACHZIEHEN. AUCH ZWEI SCHOTTANSCHLÜSSE GEFUNDEN, NICHT VOLLSTÄNDIG VERRIEGELT, LINKE RÜCKSEITE DER MASCHINE UND EINER AM RECHTEN AUSLEGER. LAUFTESTS KEIN FEHLER",Inoperative - Boom,No Component Mentioned - No Component Mentioned,VISIBLY NOTICE fasteners under cab on P clips and air ducting left Loose,"ALLE P-CLIPS, MUTTERN UND SCHRAUBEN NACH ERFORDERLICH DURCHGEHEN UND NACHZIEHEN. AUCH ZWEI SCHOTTANSCHLÜSSE GEFUNDEN, NICHT VOLLSTÄNDIG VERRIEGELT, LINKE RÜCKSEITE DER MASCHINE UND EINER AM RECHTEN AUSLEGER. LAUFTESTS KEIN FEHLER",SO0025623,PASE,BOLT,3.76,2.28,3.12,1.3109243697478992,2023,3
SO0026296-1,SO0026296,2023-03-08,PASEIH,SPRAYS,0,YPT056717,VISIBLY NOTICE fasteners under cab on P clips and air ducting left Loose,"ALLE P-CLIPS, MUTTERN UND SCHRAUBEN NACH ERFORDERLICH DURCHGEHEN UND NACHZIEHEN. AUCH ZWEI SCHOTTANSCHLÜSSE GEFUNDEN, NICHT VOLLSTÄNDIG VERRIEGELT, LINKE RÜCKSEITE DER MASCHINE UND EINER AM RECHTEN AUSLEGER. LAUFTESTS KEIN FEHLER",Leak - Tank,"Clamp - Removed, O Ring - Inspected",VISIBLY NOTICE fasteners under cab on P clips and air ducting left Loose,"ALLE P-CLIPS, MUTTERN UND SCHRAUBEN NACH ERFORDERLICH DURCHGEHEN UND NACHZIEHEN. AUCH ZWEI SCHOTTANSCHLÜSSE GEFUNDEN, NICHT VOLLSTÄNDIG VERRIEGELT, LINKE RÜCKSEITE DER MASCHINE UND EINER AM RECHTEN AUSLEGER. LAUFTESTS KEIN FEHLER",SO0026296,PASE,WASHER,5.9199,2.28,5.56,2.3361344537815127,2023,3
SO0026385-1,SO0026385,2023-03-08,PASEIH,SPRAYS,0,YPT056717,"Compressor pressure line, braided steel, crushed",LUFT AUS DEM SYSTEM ABLASSEN. ZUGEHÖRIGE P-CLIPS ENTFERNEN. GEFLOCHTENE STAHLKOMPRESSORLEITUNG ENTFERNEN UND ERSETZEN. LAUFENDER TEST.,Error Code - Module,"Supply Module - Cleared Fault, Supply Module - Reset","Compressor pressure line, braided steel, crushed",LUFT AUS DEM SYSTEM ABLASSEN. ZUGEHÖRIGE P-CLIPS ENTFERNEN. GEFLOCHTENE STAHLKOMPRESSORLEITUNG ENTFERNEN UND ERSETZEN. LAUFENDER TEST.,SO0026385,PASE,HOSE,114.23,0.6999,95.1899,119.00225028128516,2023,3
SO0026385-11,SO0026385,2023-03-08,PASEIH,SPRAYS,0,YPT056717,Oil running from bottom of machine,ÖLRÜCKFÜHRUNG UNTER DER DREHANSCHLUSS DER MASCHINE IM WERK LOS LIEGEN. ANSCHLUSS NACH DEM DREHMOMENT ANWENDEN UND TESTLAUF. ANSCHLÜSSE NOCH UNDICHT? SCHLAUCH VOM BLOCK ENTFERNEN. O-RING AN DER BOSSE ERSETZEN UND NEU EINBAUEN. HYDRAULIKBEHÄLTER AUFFÜLLEN,"Inconsistent Folding - Boom, Hit - Cradle",No Component Mentioned - No Component Mentioned,Oil running from bottom of machine,ÖLRÜCKFÜHRUNG UNTER DER DREHANSCHLUSS DER MASCHINE IM WERK LOS LIEGEN. ANSCHLUSS NACH DEM DREHMOMENT ANWENDEN UND TESTLAUF. ANSCHLÜSSE NOCH UNDICHT? SCHLAUCH VOM BLOCK ENTFERNEN. O-RING AN DER BOSSE ERSETZEN UND NEU EINBAUEN. HYDRAULIKBEHÄLTER AUFFÜLLEN,SO0026385,PASE,OIL HV46 5GAL HYDRAULIC,120.12,5.2999,92.09,17.05401951887998,2023,3
